,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,System CAR Code (Daily),DPD,age,Vehicle Age
8818,24800.0,24355.97,36,0,8,11000.0,1,4,144,2012,1,NPL,48,11
8823,100000.0,97779.04,30,1,0,20000.0,2,5,36,2011,0,PL,51,12
8831,27000.0,26933.13,24,0,9,20000.0,1,4,144,2015,1,PL,40,8
8838,26000.0,24569.53,30,1,0,30000.0,1,4,144,2012,0,PL,66,11
8870,27000.0,26878.61,30,1,8,15000.0,1,4,144,2012,1,PL,32,11
8879,26400.0,26400.0,36,0,9,15000.0,1,4,144,2013,1,PL,53,10
8898,218000.0,218000.0,48,1,1,24050.0,0,16,142,2013,2,NPL,36,10
8901,214000.0,214000.0,60,0,4,30000.0,0,4,33,2007,1,PL,44,16
8914,27000.0,25544.61,36,0,8,14400.0,1,4,144,2017,1,PL,57,6
8915,15000.0,10029.41,12,1,8,9000.0,1,15,118,2017,0,PL,54,6
8917,30000.0,28655.96,36,0,8,12000.0,1,4,144,2018,0,PL,36,5
8918,26400.0,26400.0,24,0,9,15000.0,1,4,144,2014,1,NPL,23,9
8933,173000.0,173000.0,60,0,0,10000.0,0,10,6,2016,1,NPL,33,7
8947,27000.0,26597.44,36,1,0,15000.0,1,4,144,2012,1,NPL,37,11
8952,30000.0,30000.0,36,1,4,13000.0,1,4,144,2017,1,NPL,34,6
8970,32000.0,31571.58,30,1,0,20000.0,1,4,42,2017,1,NPL,55,6
8981,134600.0,134600.0,60,1,8,12000.0,2,10,139,2006,1,NPL,36,17
8983,29000.0,29000.0,36,0,8,12000.0,1,4,144,2016,1,NPL,47,7
8989,246000.0,246000.0,60,0,4,15000.0,2,16,65,2012,0,PL,62,11
9006,32000.0,32000.0,24,1,0,30000.0,1,18,58,2016,1,NPL,46,7
9009,90000.0,90000.0,48,1,8,15000.0,2,10,139,2012,1,PL,46,11
9020,39000.0,39000.0,36,0,4,15000.0,1,4,42,2017,2,NPL,35,6
9026,26700.0,24444.41,24,0,8,20000.0,2,16,62,1995,0,PL,42,28
9027,10000.0,9372.28,12,0,8,11000.0,1,18,50,2009,0,PL,41,14
9046,15000.0,15000.0,18,0,0,20000.0,1,4,23,2014,1,NPL,65,9
9055,210000.0,210000.0,60,1,8,18000.0,2,16,65,2007,1,NPL,53,16
9060,50000.0,50000.0,30,0,4,10000.0,1,17,127,2021,1,PL,25,2
9067,26000.0,24675.42,36,0,4,10000.0,1,4,144,2012,0,PL,39,11
9073,12000.0,11951.95,12,1,4,14000.0,1,18,50,2009,0,NPL,28,14
9076,185000.0,184999.65,60,1,5,12000.0,0,4,19,2010,1,PL,34,13
9088,19000.0,17367.04,24,1,0,20000.0,1,6,155,2016,0,PL,52,7
9095,27000.0,26908.2,36,0,4,13000.0,1,4,144,2012,1,PL,35,11
9108,31700.0,30670.24,36,0,4,16000.0,1,4,144,2017,1,PL,35,6
9119,110000.0,110000.0,60,1,5,15000.0,0,2,47,2011,1,NPL,30,12
9129,25000.0,25000.0,36,1,8,15000.0,1,18,58,2017,1,NPL,26,6
9143,100000.0,100000.0,60,1,1,27000.0,0,16,30,2003,0,PL,40,20
9157,167000.0,166670.56,60,0,0,30000.0,2,16,64,2004,1,PL,59,19
9166,27000.0,24270.86,24,0,0,9000.0,1,4,144,2012,0,PL,63,11
9174,200000.0,200000.0,60,0,4,15000.0,2,5,36,2006,1,PL,29,17
9179,30000.0,27400.32,24,1,9,10000.0,1,4,144,2020,0,PL,30,3
9184,33000.0,32675.86,36,1,4,12000.0,1,4,144,2019,0,PL,29,4
9201,247600.0,247600.0,60,0,4,16172.0,2,5,36,2007,0,PL,45,16
9207,30000.0,29941.88,36,1,8,20000.0,1,4,42,2017,0,PL,42,6
9225,240000.0,240000.0,60,0,4,28000.0,0,4,20,2011,1,PL,40,12
9235,31000.0,0.0,30,0,8,20000.0,1,4,144,2019,0,NPL,39,4
9244,39000.0,38410.46,36,1,0,15000.0,0,4,20,2009,0,PL,37,14
9249,140000.0,140000.0,60,0,4,23000.0,0,16,142,2009,1,PL,34,14
9250,29000.0,28746.76,36,0,0,15000.0,1,4,147,2019,1,NPL,35,4
9267,29100.0,28863.62,24,1,4,17000.0,1,4,144,2016,1,PL,40,7
9276,29300.0,29287.62,36,1,0,25000.0,1,4,144,2016,0,PL,26,7
9282,26000.0,25837.5,24,1,4,11000.0,1,4,144,2013,0,PL,23,10
9285,24800.0,24800.0,36,1,0,20000.0,1,4,144,2012,1,NPL,39,11
9291,130000.0,129471.1,60,0,0,20000.0,2,5,36,2004,0,PL,33,19
9295,190000.0,189232.38,60,1,9,30000.0,2,10,139,2010,0,PL,67,13
9306,30000.0,24130.84,18,1,8,20000.0,1,4,97,2016,0,PL,24,7
9321,80000.0,80000.0,36,0,0,20000.0,1,4,16,2013,1,NPL,26,10
9322,25000.0,22864.94,36,1,0,30000.0,1,4,111,2019,0,PL,51,4
9329,145000.0,144996.85,60,1,4,20000.0,0,16,142,2011,0,PL,41,12
9336,25000.0,23603.87,24,1,4,15000.0,1,4,144,2018,0,PL,31,5
9346,14000.0,13144.11,12,1,4,20000.0,1,4,157,2013,1,NPL,37,10
9367,15000.0,14990.82,12,1,5,20000.0,1,4,23,2014,0,PL,38,9
9374,31000.0,31000.0,36,0,4,10000.0,1,4,144,2019,1,NPL,39,4
9381,76000.0,74937.49,60,0,0,30000.0,2,10,129,2004,1,PL,40,19
9391,30000.0,29822.28,36,1,8,15000.0,1,4,42,2017,1,PL,28,6
9393,32200.0,32050.71,36,0,5,24000.0,0,16,142,2011,1,NPL,41,12
9442,30000.0,27391.91,24,0,8,25000.0,1,4,147,2020,0,PL,30,3
9444,28800.0,27293.26,12,0,8,15000.0,1,4,111,2019,1,NPL,33,4
9455,30000.0,27128.94,24,0,9,12000.0,1,4,144,2016,0,PL,41,7
9465,30000.0,27453.98,36,1,0,25000.0,1,4,144,2018,0,PL,48,5
9479,18000.0,17326.33,36,1,4,20000.0,1,18,59,2016,1,PL,42,7
9490,110000.0,110000.0,48,0,5,27000.0,0,16,30,2007,1,PL,48,16
9491,32000.0,32000.0,36,0,8,20000.0,1,4,144,2018,1,NPL,32,5
9508,130000.0,0.0,60,1,8,20000.0,2,8,10,2007,0,PL,45,16
9528,158000.0,0.0,60,0,0,30000.0,0,16,142,2009,0,PL,45,14
9531,30000.0,28567.64,36,0,9,20000.0,1,4,144,2019,0,PL,55,4
9569,26000.0,26000.0,36,1,8,9000.0,1,4,147,2018,1,NPL,26,5
9587,36500.0,0.0,36,0,0,30000.0,1,18,58,2018,0,PL,32,5
9601,348000.0,0.0,60,0,5,21463.44,0,4,68,2018,0,PL,29,5
9616,100000.0,100000.0,60,1,9,30000.0,2,16,64,2001,1,NPL,38,22
9618,29000.0,26473.85,24,0,9,10000.0,1,4,144,2016,0,PL,68,7
9619,200000.0,196875.98,36,0,9,20000.0,2,2,103,2013,1,PL,57,10
9626,39700.0,39700.0,60,1,4,10000.0,0,12,100,2010,1,PL,26,13
9644,97000.0,97000.0,36,0,8,20000.0,1,18,150,2020,1,NPL,52,3
9669,31000.0,29666.82,36,1,0,9000.06,1,4,144,2018,0,PL,23,5
9679,30000.0,29280.11,24,0,0,30000.0,1,4,144,2017,0,PL,26,6
9683,100000.0,100000.0,36,0,8,22000.0,1,4,144,2019,1,NPL,32,4
9706,24000.0,24000.0,36,0,8,15000.0,1,4,23,2017,1,NPL,30,6
9709,11000.0,11000.0,24,0,8,15000.0,1,18,50,2009,1,NPL,39,14
9712,27000.0,0.0,24,0,0,15000.0,1,4,144,2018,0,PL,39,5
9732,25000.0,24932.47,24,1,4,15000.0,1,4,144,2012,0,PL,34,11
9734,31000.0,30920.12,36,0,8,7000.0,1,4,144,2018,1,PL,49,5
9738,17800.0,17800.0,24,1,4,12000.0,1,3,38,2017,1,NPL,25,6
9774,29000.0,29000.0,36,0,0,10000.0,1,4,144,2016,1,NPL,48,7
9794,30000.0,27342.46,24,1,8,16000.0,1,4,97,2014,0,PL,23,9
9800,228000.0,226690.96,60,1,4,15000.0,0,4,19,2012,1,NPL,27,11
9804,26600.0,25979.09,36,1,4,14000.0,1,4,144,2013,0,PL,28,10
9810,33000.0,24413.33,12,0,4,15000.0,0,1,8,2010,0,PL,40,13
9817,40000.0,36813.3,36,1,4,20000.0,1,4,97,2017,0,PL,25,6
9826,15000.0,15000.0,18,0,8,13000.0,1,4,144,2010,1,NPL,42,13
9858,25000.0,24175.25,36,0,9,7000.0,1,4,144,2012,1,NPL,43,11
9872,4500.0,3878.78,12,0,9,10000.0,1,4,143,2004,0,NPL,52,19
9887,21000.0,18771.39,24,0,8,9000.0,1,18,49,2018,0,PL,49,5
9888,29000.0,28396.29,36,1,4,15000.0,1,4,144,2016,1,NPL,31,7
9896,14000.0,13571.85,24,0,8,15000.0,1,18,52,2013,0,PL,30,10
9901,24800.0,24800.0,36,0,9,15000.0,1,4,144,2012,1,NPL,30,11
9907,30000.0,29942.98,36,0,8,15000.0,1,4,144,2017,0,PL,52,6
9912,29000.0,22581.91,12,1,8,30000.0,1,4,144,2016,0,PL,48,7
9914,29900.0,29201.42,36,0,4,12000.0,1,4,111,2019,0,PL,36,4
9916,26000.0,23055.78,24,0,0,25000.0,1,4,144,2018,0,PL,33,5
9928,15000.0,15000.0,36,1,8,16000.0,1,4,144,2011,1,NPL,24,12
9946,24800.0,24800.0,36,1,9,12000.0,1,4,144,2013,1,NPL,23,10
9947,30000.0,29987.8,18,1,0,12000.0,1,4,144,2019,0,PL,24,4
9974,27000.0,26928.07,36,0,8,10000.0,1,4,144,2012,0,PL,31,11
9975,31500.0,31500.0,36,0,9,15000.0,1,4,144,2017,1,NPL,45,6
9977,155000.0,155000.0,60,1,4,18000.0,0,11,137,2010,1,PL,61,13
9988,230000.0,230000.0,60,1,8,15000.0,2,16,65,2008,0,PL,43,15
9998,34000.0,33407.09,36,1,1,20000.0,1,4,110,2021,0,PL,31,2
10006,38500.0,38500.0,36,1,0,13000.0,1,18,87,2018,1,NPL,52,5
10010,20000.0,20000.0,36,0,4,16000.0,1,18,58,2014,1,NPL,43,9
10011,40000.0,39656.03,24,0,0,25000.0,1,17,76,2018,1,PL,40,5
10013,31600.0,31600.0,36,0,0,12000.0,1,4,144,2017,1,NPL,27,6
10014,38500.0,38386.21,36,1,0,13000.0,1,18,87,2018,1,NPL,52,5
10032,110000.0,108882.28,60,1,0,20000.0,0,16,142,2007,1,NPL,30,16
10038,260000.0,260000.0,60,0,0,10000.0,2,16,65,2011,1,PL,55,12
10076,26000.0,25089.0,24,1,8,15000.0,1,4,144,2013,0,PL,53,10
10079,147000.0,147000.0,60,0,3,25000.0,0,4,68,2008,1,PL,36,15
10092,40000.0,40000.0,36,1,4,15000.0,1,4,14,2019,1,NPL,50,4
10093,27000.0,26353.77,36,0,8,12000.0,1,4,144,2015,0,PL,39,8
10094,15000.0,14284.87,36,0,4,17000.0,1,4,111,2010,0,PL,43,13
10104,18000.0,18000.0,24,0,8,9000.0,1,4,111,2016,1,NPL,37,7
10110,33000.0,33000.0,36,1,4,18000.0,1,4,41,2014,1,NPL,44,9
10120,29000.0,29000.0,36,1,9,12000.0,1,4,144,2016,1,NPL,23,7
10131,200000.0,200000.0,60,1,9,25000.0,2,5,36,2005,1,PL,32,18
10141,180000.0,178821.17,61,1,8,16000.0,0,4,20,2008,0,PL,53,15
10159,24800.0,24712.77,36,0,0,13000.0,1,4,144,2013,1,PL,47,10
10169,26000.0,24606.62,18,1,0,15000.0,0,4,19,2000,0,PL,63,23
10181,26000.0,25048.45,36,0,1,24730.0,1,18,102,2017,0,PL,47,6
10182,30000.0,28722.22,36,1,4,30000.0,1,18,3,2016,0,PL,51,7
10188,33500.0,33500.0,24,0,0,20000.0,1,4,145,2022,1,NPL,29,1
10189,38000.0,37257.05,24,0,4,15000.0,1,18,87,2018,1,NPL,30,5
10225,30000.0,30000.0,36,0,0,20000.0,0,16,119,2002,1,NPL,53,21
10228,27000.0,26988.2,36,1,8,12000.0,1,4,144,2012,1,PL,32,11
10234,25000.0,22802.7,24,0,4,15000.0,1,4,131,2018,0,PL,37,5
10250,21000.0,20474.67,18,1,4,13000.0,1,4,86,2017,1,PL,35,6
10265,150000.0,150000.0,60,0,8,15000.0,2,16,64,2004,1,NPL,31,19
10274,79000.0,79000.0,48,1,8,15000.0,2,5,39,2001,1,PL,52,22
10282,256000.0,251682.9,60,1,4,24000.0,2,5,36,2013,1,NPL,39,10
10309,50000.0,47219.57,36,0,0,20000.0,1,17,126,2016,0,PL,53,7
10310,14700.0,13558.5,18,0,8,18000.0,1,18,52,2013,0,PL,35,10
10347,31500.0,31500.0,36,0,4,17000.0,1,4,144,2018,1,NPL,37,5
10361,28500.0,27353.07,36,0,9,15000.0,1,4,144,2012,1,NPL,62,11
10379,26500.0,22752.22,12,1,1,25000.0,1,4,147,2020,0,PL,38,3
10393,155000.0,155000.0,60,0,4,18000.0,0,4,19,2009,1,PL,36,14
10399,19500.0,19453.31,36,0,9,10750.0,1,4,86,2014,1,PL,42,9
10406,30000.0,29711.0,24,1,0,15000.0,1,4,144,2013,2,NPL,38,10
10421,22000.0,21825.03,36,0,0,20000.0,1,4,111,2017,1,NPL,30,6
10447,30500.0,28693.09,12,0,0,20000.0,1,4,144,2018,1,NPL,44,5
10452,210000.0,210000.0,60,0,8,25000.0,2,16,65,2006,1,PL,45,17
10462,23500.0,22598.83,24,0,0,30000.0,1,4,147,2018,0,PL,24,5
10475,240000.0,240000.0,60,0,0,14000.0,2,5,36,2010,1,NPL,39,13
10479,156000.0,156000.0,60,0,0,15000.0,0,4,68,2008,1,PL,37,15
10483,190000.0,190000.0,60,1,4,20000.0,2,11,57,2014,1,NPL,36,9
10484,36000.0,36000.0,36,1,4,23000.0,1,4,24,2019,1,PL,34,4
10489,50000.0,48996.39,36,1,8,20000.0,1,4,98,2020,1,NPL,37,3
10490,77000.0,77000.0,60,1,0,30000.0,0,4,20,2004,1,PL,32,19
10505,17000.0,16940.44,12,1,5,15000.0,1,4,111,2012,0,PL,46,11
10514,22500.0,22500.0,36,1,8,20000.0,1,4,144,2012,1,NPL,41,11
10517,130000.0,130000.0,60,0,0,15000.0,0,11,78,2011,1,PL,34,12
10518,39000.0,36431.33,24,0,0,30000.0,0,1,8,2011,1,NPL,42,12
10524,160000.0,156865.45,36,1,0,30000.0,0,16,142,2010,0,PL,42,13
10525,33500.0,33500.0,36,1,0,25000.0,1,18,45,2019,1,NPL,54,4
10544,169000.0,169000.0,60,0,5,13285.0,2,16,65,2011,1,NPL,31,12
10551,30000.0,28242.83,24,1,8,9000.0,1,4,144,2017,0,NPL,39,6
10562,12000.0,11988.0,12,0,0,30000.0,1,18,50,2008,0,PL,56,15
10573,80000.0,80000.0,60,0,0,30000.0,0,4,19,2002,0,PL,38,21
10578,33000.0,33000.0,36,0,0,20000.0,1,4,144,2020,1,NPL,42,3
10589,24000.0,24000.0,36,0,9,10000.0,1,4,144,2014,1,NPL,46,9
10602,35000.0,34618.31,24,0,0,30000.0,1,4,111,2020,1,PL,31,3
10624,27000.0,27000.0,36,1,8,13500.0,1,4,144,2015,1,NPL,31,8
10646,31000.0,29156.88,36,1,8,15000.0,1,4,144,2018,0,PL,38,5
10648,230000.0,230000.0,60,1,8,30000.0,2,2,103,2014,1,NPL,57,9
10667,17500.0,17500.0,36,0,4,16500.0,1,18,51,2010,1,NPL,31,13
10678,28000.0,28000.0,24,0,0,20000.0,1,4,144,2012,1,NPL,37,11
10687,25000.0,24923.84,36,0,8,14500.0,1,4,144,2016,1,PL,58,7
10735,15000.0,13010.76,18,1,0,20000.0,1,18,48,2011,0,PL,68,12
10746,200000.0,200000.0,60,0,0,20000.0,2,16,65,2011,1,NPL,52,12
10753,30000.0,29286.52,36,0,9,10000.0,1,4,144,2016,0,PL,55,7
10757,150000.0,150000.0,48,0,8,30000.0,2,11,57,2009,1,NPL,26,14
10784,25000.0,25000.0,18,0,8,18000.0,1,3,38,2019,1,NPL,34,4
10804,12500.0,12500.0,24,0,0,8000.0,1,4,22,2010,1,NPL,39,13
10805,29000.0,28661.79,36,0,8,12000.0,1,4,144,2016,0,PL,59,7
10852,15600.0,14179.81,24,1,8,15000.0,1,6,90,2014,0,PL,30,9
10855,20000.0,20000.0,18,1,8,9500.0,0,4,2,1994,1,NPL,47,29
10864,207000.0,207000.0,60,1,9,20000.0,2,5,36,2007,1,PL,52,16
10873,23000.0,22930.11,36,0,9,9000.0,1,4,157,2017,1,PL,27,6
10884,27000.0,0.0,24,1,8,16000.0,1,4,144,2012,0,NPL,34,11
10925,27000.0,26751.56,12,0,8,15000.0,1,4,144,2017,0,PL,40,6
10927,28000.0,27854.24,36,0,9,15000.0,1,4,144,2017,1,PL,33,6
10930,33000.0,33000.0,36,0,0,15000.0,1,4,144,2020,1,NPL,28,3
10947,20000.0,19187.74,24,1,0,20000.0,1,4,85,2014,0,PL,51,9
10951,167600.0,167600.0,60,0,0,30000.0,0,16,142,2010,1,PL,44,13
10961,16000.0,16000.0,12,1,8,25000.0,1,4,23,2011,1,NPL,40,12
10975,190000.0,190000.0,60,1,9,30000.0,2,10,139,2013,1,NPL,65,10
10983,8500.0,8500.0,12,0,4,12000.0,1,4,22,2008,1,NPL,40,15
11021,15000.0,15000.0,24,1,0,18000.0,1,4,157,2014,1,NPL,29,9
11052,15000.0,0.0,18,0,4,15000.0,1,4,111,2014,0,PL,38,9
11063,150000.0,150000.0,60,0,4,25000.0,2,5,36,2003,1,PL,33,20
11124,115000.0,115000.0,60,0,8,15000.0,1,4,15,2017,1,NPL,40,6
11136,27000.0,26911.19,18,1,5,16000.0,0,4,33,2003,0,PL,33,20
11137,25000.0,23322.17,30,0,9,10000.0,1,18,49,2022,0,PL,55,1
11138,17600.0,16420.63,18,0,8,7800.0,1,18,51,2010,0,PL,52,13
11169,15000.0,14962.88,18,0,8,15000.0,1,18,48,2012,0,PL,53,11
11217,18000.0,17984.29,24,1,0,20000.0,1,18,59,2016,0,PL,47,7
11233,7000.0,6855.31,18,1,0,12000.0,1,4,21,2008,1,PL,42,15
11257,24000.0,24000.0,24,1,9,12000.0,1,4,144,2013,1,NPL,30,10
11260,33700.0,33700.0,36,1,8,13000.0,1,4,41,2016,1,NPL,59,7
11271,19000.0,19000.0,36,1,9,12000.0,0,12,108,2007,1,NPL,29,16
11292,17000.0,17000.0,36,0,4,15000.0,1,4,86,2013,1,NPL,39,10
11311,26000.0,26000.0,24,1,0,30000.0,1,18,58,2016,1,NPL,46,7
11360,10000.0,10000.0,12,1,8,20000.0,1,3,34,2017,1,NPL,43,6
11396,153000.0,153000.0,60,1,8,16000.0,0,16,30,2010,1,NPL,37,13
11401,30000.0,29578.15,36,1,9,20000.0,1,4,144,2017,0,NPL,56,6
11410,140000.0,140000.0,60,1,8,15000.0,2,16,64,2004,1,PL,40,19
11425,28000.0,27741.45,36,1,4,29000.0,1,18,58,2017,1,PL,47,6
11472,180000.0,180000.0,54,0,0,15000.0,2,5,36,2008,1,PL,40,15
11495,25000.0,23726.2,36,0,9,14000.0,1,4,144,2011,0,PL,58,12
11524,16500.0,16054.11,36,1,8,10000.0,1,4,143,2008,0,PL,36,15
11536,16500.0,16500.0,12,1,8,17000.0,1,4,23,2011,1,NPL,39,12
11560,31500.0,31500.0,18,1,8,15000.0,1,4,144,2018,1,PL,21,5
11573,50000.0,50000.0,36,1,1,15000.0,1,4,105,2017,1,PL,25,6
11575,26000.0,25913.83,36,1,4,23000.0,1,4,144,2013,1,PL,37,10
11578,24800.0,23496.67,24,0,8,15000.0,1,4,131,2019,0,PL,45,4
11579,7000.0,6558.9,12,1,8,15000.0,1,4,146,2005,1,PL,28,18
11593,32400.0,32400.0,36,1,9,15000.0,1,4,144,2018,1,NPL,32,5
11615,27000.0,26985.89,36,0,0,20000.0,1,4,144,2012,1,PL,44,11
11623,18500.0,17438.96,24,0,0,8000.0,1,18,49,2018,0,PL,47,5
11656,15000.0,14933.86,36,0,1,11000.0,1,18,52,2014,0,PL,41,9
11670,20000.0,19225.87,24,0,4,14000.0,1,3,38,2020,1,NPL,34,3
11693,28500.0,28438.92,36,0,8,9000.0,1,4,144,2015,0,PL,38,8
11723,15200.0,14034.92,12,0,0,20000.0,1,4,86,2013,1,NPL,34,10
11736,100000.0,100000.0,30,1,4,13000.0,1,18,150,2019,1,PL,23,4
11739,19000.0,18949.23,18,1,4,15000.0,1,18,59,2018,1,PL,28,5
11753,31000.0,30283.96,24,0,0,20000.0,1,4,144,2019,1,PL,63,4
11767,19000.0,19000.0,18,0,0,30000.0,1,18,51,2013,1,NPL,30,10
11769,33000.0,33000.0,36,0,0,9000.0,1,4,144,2019,1,NPL,28,4
11795,14000.0,12859.98,18,1,5,9000.0,1,4,143,2007,1,PL,32,16
11820,39700.0,39700.0,36,0,8,7500.0,1,4,42,2017,1,NPL,25,6
11851,28000.0,27075.97,18,0,0,25000.0,1,4,144,2015,1,PL,36,8
11866,12000.0,12000.0,18,0,4,15000.0,1,4,22,2008,1,NPL,31,15
11880,28000.0,27886.03,12,1,8,30000.0,1,4,23,2019,1,PL,57,4
11977,13000.0,13000.0,36,1,8,18000.0,1,4,143,2007,1,PL,36,16
11984,9000.0,8154.21,24,1,8,15000.0,1,18,80,2010,0,PL,49,13
12010,25000.0,24895.06,36,0,9,20000.0,1,4,144,2012,1,PL,39,11
12013,17300.0,17255.35,36,0,0,20000.0,1,18,51,2009,1,PL,44,14
12022,30000.0,29148.42,36,1,4,17000.0,1,4,144,2016,0,PL,45,7
12049,9700.0,9700.0,12,1,4,13100.0,1,18,82,2011,1,NPL,35,12
12050,180000.0,179943.18,30,1,0,20000.0,2,16,65,2005,1,PL,28,18
12081,20000.0,19854.92,12,1,4,15000.09,1,4,144,2013,0,PL,42,10
12170,28000.0,27987.02,30,1,9,12000.0,1,4,144,2016,0,PL,46,7
12193,200000.0,0.0,60,1,0,25000.0,2,16,65,2012,0,PL,46,11
12218,80000.0,80000.0,36,1,7,21000.0,0,10,70,2007,1,NPL,39,16
12223,15000.0,14640.38,24,0,8,20000.0,1,4,143,2007,0,PL,46,16
12279,252000.0,249583.58,60,1,8,18000.0,2,11,88,2016,0,PL,32,7
12281,50000.0,49944.01,36,1,8,20000.0,1,18,87,2020,1,PL,57,3
12317,13000.0,12673.6,30,1,8,15000.0,1,4,144,2008,0,PL,46,15
12324,17000.0,16963.77,36,1,8,7500.0,1,15,91,2012,1,PL,30,11
12331,15000.0,14573.87,12,1,4,12500.0,1,4,144,2011,1,PL,34,12
12401,60000.0,60000.0,24,0,4,30000.0,1,4,99,2020,1,PL,38,3
12451,12000.0,11955.27,12,0,8,14000.0,1,4,22,2010,1,PL,35,13
12452,21000.0,20920.44,24,1,4,25000.0,1,4,109,2012,0,PL,42,11
12502,31000.0,31000.0,36,0,9,12000.0,1,4,144,2017,1,NPL,43,6
12569,18200.0,18200.0,18,0,0,20000.0,0,4,19,1997,1,NPL,35,26
12586,20000.0,19950.58,36,0,0,20000.0,1,4,146,2007,1,PL,38,16
12600,13600.0,12755.7,12,1,0,18000.0,1,4,111,2010,1,PL,29,13
12625,210000.0,210000.0,60,0,4,20000.0,0,16,30,2012,1,PL,35,11
12629,26000.0,25868.94,36,0,8,12000.0,1,18,58,2018,1,PL,25,5
12676,17800.0,16834.19,36,1,8,20000.0,1,18,58,2014,0,PL,41,9
12691,250000.0,250000.0,36,0,4,17000.0,2,5,36,2017,0,PL,38,6
12764,28000.0,27838.13,36,0,0,30000.0,1,4,144,2018,1,NPL,39,5
12770,24000.0,23669.16,24,0,8,15000.0,1,4,23,2017,0,PL,42,6
12785,15000.0,14682.85,24,0,0,30000.0,1,18,50,2008,0,PL,56,15
12828,28500.0,28400.27,36,0,4,16000.0,1,4,144,2012,1,PL,34,11
12830,20000.0,20000.0,36,0,9,15000.0,1,4,86,2015,1,NPL,46,8
12839,25000.0,24510.69,24,0,9,30000.0,1,18,53,2019,1,PL,44,4
12873,21000.0,18040.24,12,1,8,10000.0,1,18,49,2018,0,PL,49,5
12907,138000.0,0.0,60,1,4,18000.0,0,16,7,2007,0,PL,35,16
12944,20000.0,19789.44,36,1,8,17000.0,1,3,72,2018,1,PL,25,5
13031,24000.0,23968.13,18,0,8,13000.0,1,18,58,2015,0,PL,38,8
13044,27000.0,26892.67,36,0,8,15000.0,1,4,144,2018,1,PL,30,5
13047,25000.0,25000.0,36,0,4,16000.0,1,4,42,2014,1,NPL,27,9
13062,228000.0,228000.0,60,1,4,13000.0,2,5,36,2011,1,PL,59,12
13110,25800.0,25083.49,36,0,8,10000.0,1,4,144,2017,0,PL,29,6
13129,15000.0,15000.0,12,1,8,15000.0,1,4,148,2007,1,NPL,51,16
13130,213000.0,211817.39,60,0,4,20000.0,0,4,19,2013,0,NPL,34,10
13146,30000.0,28523.22,24,0,9,10000.0,1,4,144,2017,0,PL,28,6
13161,250000.0,250000.0,60,1,0,30000.0,2,16,65,2011,0,PL,48,12
13165,165000.0,165000.0,60,0,0,30000.0,0,16,142,2010,1,PL,41,13
13192,150000.0,149642.39,48,1,8,12000.0,2,5,36,2008,1,PL,31,15
13220,28000.0,28000.0,30,1,8,15000.0,1,4,144,2016,1,NPL,27,7
13289,26800.0,24550.39,18,1,4,15000.0,1,4,23,2018,0,PL,44,5
13341,27000.0,26900.45,24,0,8,9000.0,1,4,144,2015,0,PL,37,8
13347,20000.0,18793.62,24,0,8,12000.0,1,3,38,2019,0,PL,30,4
13372,220000.0,220000.0,60,0,8,30000.0,2,10,139,2010,0,PL,44,13
13393,18000.0,17429.98,18,0,9,10000.0,1,6,155,2016,1,PL,26,7
13395,107500.0,107452.5,60,0,0,30000.0,1,4,144,2018,1,PL,39,5
13409,23000.0,21132.74,36,0,0,10000.0,1,4,157,2017,0,PL,26,6
13427,15000.0,13545.98,24,1,8,12000.0,1,3,73,2018,0,PL,38,5
13430,30000.0,30000.0,24,0,8,12000.0,1,4,144,2016,1,NPL,30,7
13456,150000.0,149796.62,60,1,9,20000.0,2,5,36,2003,0,PL,40,20
13503,149000.0,149000.0,60,1,8,15400.0,2,5,36,2003,1,PL,43,20
13535,34800.0,34800.0,36,0,4,11850.0,1,4,111,2020,1,NPL,31,3
13546,17000.0,15902.04,12,0,0,25000.0,1,4,111,2012,1,PL,58,11
13564,227800.0,227800.0,60,1,0,25000.0,2,16,65,2010,0,PL,38,13
13602,94900.0,94900.0,42,0,0,20000.0,1,18,51,2009,1,NPL,44,14
13604,24800.0,23568.07,24,0,8,20000.0,1,4,144,2015,0,PL,36,8
13605,81900.0,81900.0,60,0,4,20000.0,0,4,19,2003,1,PL,45,20
13695,28500.0,28500.0,18,0,0,20000.0,1,4,144,2019,1,NPL,46,4
13746,170000.0,170000.0,60,1,8,17000.0,2,11,95,2016,0,PL,43,7
13756,15800.0,15643.48,24,1,4,15000.0,1,4,111,2010,0,PL,35,13
13825,29000.0,28962.75,24,1,8,15000.0,1,4,144,2016,1,PL,47,7
13832,30000.0,29076.62,36,1,9,8800.0,1,4,144,2018,0,PL,54,5
13844,18000.0,16468.85,18,0,8,21000.0,1,4,111,2014,0,PL,26,9
13871,250000.0,250000.0,60,1,0,30000.0,2,5,36,2011,1,PL,51,12
13947,28500.0,28037.25,48,1,1,24700.0,0,11,130,2001,0,PL,52,22
13976,18000.0,17580.79,24,1,8,20000.0,0,16,152,2012,0,PL,40,11
14004,20000.0,17364.82,12,1,0,15000.0,1,4,144,2019,0,PL,35,4
14016,340000.0,0.0,60,0,8,15000.0,2,11,88,2019,0,PL,31,4
14083,34800.0,34800.0,12,0,0,15000.0,1,4,111,2020,1,NPL,37,3
