,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age,per_LTV,per_LTV_cate
189,15000,14595.03,24,M,STREET VENDOR,10000,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,10/11/2022,S1,PL,23,5,34.88372093,30-50%
190,33000,31539.49,36,F,พนักงานบริษัท,13000,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,22/8/2022,S1,PL,26,4,75,65-75%
191,45000,44140.05,36,M,อื่นๆ,30000,PU,FORD,RANGER,2005,AR,149000,S1,16/9/2022,S1,PL,35,18,30.20134228,30-50%
192,30000,29516.2,24,F,STREET VENDOR,14000,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,1/11/2022,S1,PL,41,6,73.17073171,65-75%
193,100000,96387.54,36,F,STREET VENDOR,30000,CAR,TOYOTA,YARIS,2020,FL,441000,S1,29/12/2022,S1,PL,37,3,22.67573696,30%
194,250000,249102.22,60,F,พนักงานบริษัท,22800,CAR,TOYOTA,VIOS,2014,DK,340500,S1,3/10/2022,S1,PL,39,9,73.42143906,65-75%
195,39000,36285.1,18,F,พนักงานบริษัท,18000,MC,HONDA,PCX 150,2015,CF,52000,S1,9/8/2022,S1,PL,42,8,75,65-75%
196,33200,33200,36,F,พนักงานบริษัท,12000,MC,HONDA,SCOOPY PRESTIGE,2021,BY,44000,S1,19/12/2022,S1,PL,25,2,75.45454545,75%
198,210000,210000,60,F,พนักงานบริษัท,12000,PU,TOYOTA,HILUX VIGO,2012,EG,325000,S1,27/10/2022,S1,PL,30,11,64.61538462,65-75%
199,15000,14600.38,36,F,อื่นๆ,10000,MC,HONDA,WAVE 100,2007,AI,20000,S1,17/11/2022,S1,PL,62,16,75,65-75%
200,180000,180000,60,F,STREET VENDOR,17000,PU,TOYOTA,HILUX VIGO,2008,EL,234000,S1,26/12/2022,S1,PL,58,15,76.92307692,75%
201,239200,238129.37,60,F,พนักงานบริษัท,30000,CAR,TOYOTA,VIOS,2015,DL,319000,S1,5/8/2022,S1,PL,33,8,74.98432602,65-75%
202,100000,94512.36,24,M,อื่นๆ,15000,PU,TOYOTA,HILUX TIGER,2004,BT,193000,S1,11/10/2022,S1,PL,56,19,51.8134715,50-65%
203,135000,135000,36,F,เกษตรกร,20000,PU,TOYOTA,HILUX TIGER,2002,DH,169000,S1,19/12/2022,S1,PL,66,21,79.8816568,75%
204,7000,7000,12,M,อื่นๆ,10000,MC,RYUKA,CRUISER,2018,AD,23300,S1,29/11/2022,S1,PL,42,5,30.04291845,30-50%
205,21000,20276.92,36,F,STREET VENDOR,15000,MC,HONDA,SCOOPY I,2018,CE,28000,S1,21/9/2022,S1,PL,33,5,75,65-75%
206,205000,205000,60,M,พนักงานบริษัท,15000,CAR,NISSAN,MARCH,2018,AV,291500,S1,7/10/2022,S1,PL,57,5,70.32590051,65-75%
208,150000,146231.29,60,M,ข้าราชการ,35000,CAR,HONDA,CIVIC,2007,AU,218500,S1,19/9/2022,S1,PL,49,16,68.64988558,65-75%
209,100000,100000,36,F,เลี้ยงสัตว์,30000,PU,ISUZU,D-MAX,2007,CV,286000,S1,16/12/2022,S1,PL,43,16,34.96503497,30-50%
210,200000,194915.6,30,M,STREET VENDOR,30000,PU,MAZDA,BT-50PRO,2014,BB,328000,S1,1/8/2022,S1,PL,44,9,60.97560976,65-75%
211,34000,28625.04,12,M,ข้าราชการ,12350,MC,HONDA,WAVE 110 I,2021,DP,46000,S1,2/11/2022,S1,PL,32,2,73.91304348,65-75%
213,30000,30000,36,M,อื่นๆ,15200,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,21/12/2022,S1,PL,58,7,75,65-75%
214,35000,33090.15,36,M,พนักงานบริษัท,15000,MC,VESPA,LX 125,2020,AE,69500,S1,11/9/2022,S1,PL,29,3,50.35971223,50-65%
215,195000,195000,48,F,พนักงานบริษัท,24400,PU,NISSAN,FRONTIER NAVARA,2013,AI,280500,S1,3/11/2022,S1,PL,41,10,69.51871658,65-75%
217,39700,34969.48,24,M,เกษตรกร,40000,PU,NISSAN,FRONTIER,2005,AP,132500,S1,4/8/2022,S1,PL,56,18,29.96226415,30%
218,35000,35000,24,F,STREET VENDOR,35000,MC,HONDA,CLICK 150I,2018,BE,47000,S1,27/12/2022,S1,PL,34,5,74.46808511,65-75%
220,15000,14754.55,12,M,พนักงานบริษัท,15000,MC,GPX,LEGEND 200,2017,AG,24000,S1,22/8/2022,S1,PL,27,6,62.5,65-75%
222,200000,200000,60,M,พนักงานบริษัท,27000,PU,MITSUBISHI,TRITON,2011,BG,314500,S1,7/11/2022,S1,PL,34,12,63.59300477,65-75%
223,24000,24000,36,F,อื่นๆ,20000,MC,HONDA,SCOOPY I,2019,CM,37500,S1,24/12/2022,S1,PL,26,4,64,65-75%
224,29000,29000,36,M,อื่นๆ,10000,MC,HONDA,WAVE 110 I,2016,CI,39000,S1,30/12/2022,S1,PL,37,7,74.35897436,65-75%
225,36000,36000,36,M,อื่นๆ,12000,MC,YAMAHA,AEROX 155,2019,AD,48000,S1,29/12/2022,S1,PL,29,4,75,65-75%
226,17000,16915.71,12,F,อื่นๆ,12000,MC,SUZUKI,LETS 110 (CAST),2019,AV,26500,S1,7/9/2022,S1,PL,57,4,64.1509434,65-75%
227,30000,29011.4,18,M,เกษตรกร,15000,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,18/10/2022,S1,PL,63,6,75,65-75%
228,175000,175000,54,F,พนักงานบริษัท,19000,PU,ISUZU,D-MAX,2006,AB,250000,S1,21/12/2022,S1,PL,26,17,70,65-75%
229,50000,50000,18,F,พนักงานบริษัท,12000,MC,HONDA,PCX 150,2020,ED,76500,S1,27/12/2022,S1,PL,24,3,65.35947712,65-75%
230,35000,35000,24,F,STREET VENDOR,15000,PU,ISUZU,FASTER Z,1994,AB,67500,S1,26/12/2022,S1,PL,57,29,51.85185185,50-65%
231,35000,32427.7,24,F,STREET VENDOR,13000,MC,YAMAHA,GRAND FILANO 125,2018,AT,49000,S1,1/11/2022,S1,PL,39,5,71.42857143,65-75%
232,249000,244012.08,48,M,พนักงานบริษัท,20000,PU,ISUZU,MU-7,2011,AD,435500,S1,6/8/2022,S1,PL,36,12,57.17566016,50-65%
233,140000,140000,60,M,เลี้ยงสัตว์,30000,PU,TOYOTA,HILUX TIGER,2003,BD,179500,S1,26/12/2022,S1,PL,33,20,77.99442897,75%
234,29000,26831.45,24,M,อื่นๆ,20000,MC,HONDA,CLICK 125I,2018,BA,39000,S1,3/11/2022,S1,PL,56,5,74.35897436,65-75%
235,33000,32751.54,36,F,STREET VENDOR,18000,MC,HONDA,WAVE 110 I,2020,EH,45000,S1,26/9/2022,S1,PL,44,3,73.33333333,65-75%
236,40000,38317.77,24,F,อื่นๆ,15000,CAR,HONDA,CITY,2003,AC,108500,S1,6/12/2022,S1,PL,67,20,36.86635945,30-50%
237,18000,18000,12,F,พนักงานบริษัท,15000,MC,HONDA,CLICK 125I,2013,AI,24500,S1,29/12/2022,S1,PL,32,10,73.46938776,65-75%
238,200000,200000,60,F,STREET VENDOR,12000,CAR,SUZUKI,SWIFT,2013,AD,265500,S1,29/11/2022,S1,PL,35,10,75.32956685,75%
239,290000,284719.66,48,M,พนักงานบริษัท,25000,PU,ISUZU,D-MAX,2016,CE,464500,S1,25/8/2022,S1,PL,52,7,62.43272336,65-75%
240,12000,10690.6,24,M,พนักงานรัฐวิสาหกิจ,13000,MC,HONDA,WAVE 100,2009,AV,24000,S1,29/10/2022,S1,PL,35,14,50,30-50%
241,26000,26000,36,F,STREET VENDOR,13000,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,17/10/2022,S1,PL,30,10,73.23943662,65-75%
242,33000,32930.2,18,F,อื่นๆ,10000,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,15/7/2022,S1,PL,37,4,75,65-75%
243,12000,11900.44,24,F,อื่นๆ,18000,MC,YAMAHA,FINO (4DO),2008,AA,17000,S1,26/8/2022,S1,PL,34,15,70.58823529,65-75%
246,72000,72000,60,M,ข้าราชการ,36000,PU,SUZUKI,CARIBIAN,2005,AD,240000,S1,29/10/2022,S1,PL,40,18,30,30%
247,150000,150000,60,M,อื่นๆ,12956,PU,ISUZU,ADVENTURE,2004,DB,189000,S1,5/11/2022,S1,PL,39,19,79.36507937,75%
248,25000,20526.43,24,M,พนักงานบริษัท,12000,MC,HONDA,CBR 150,2016,AN,34000,S1,19/10/2022,S1,PL,28,7,73.52941176,65-75%
249,157000,157000,60,F,พนักงานบริษัท,14000,CAR,TOYOTA,COROLLA ALTIS,2010,EJ,209000,S1,15/12/2022,S1,PL,39,13,75.11961722,75%
250,173000,173000,60,M,พนักงานบริษัท,30000,PU,ISUZU,D-MAX,2005,CE,217000,S1,27/10/2022,S1,PL,31,18,79.7235023,75%
251,20000,20000,18,F,พนักงานบริษัท,15000,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,8/12/2022,S1,PL,42,4,45.45454545,30-50%
252,110000,109424.26,60,F,อาจารย์,25000,CAR,TOYOTA,COROLLA ALTIS,2009,DO,245000,S1,19/9/2022,S1,PL,38,14,44.89795918,30-50%
253,20000,20000,12,F,เกษตรกร,10000,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,30/12/2022,S1,PL,46,5,47.61904762,30-50%
255,29000,27834.59,24,M,อื่นๆ,12000,MC,HONDA,WAVE 110 I,2020,EI,45000,S1,14/12/2022,S1,PL,27,3,64.44444444,65-75%
256,150000,150000,48,M,อื่นๆ,30000,PU,TOYOTA,HILUX VIGO,2005,CO,215000,S1,6/10/2022,S1,PL,51,18,69.76744186,65-75%
258,111000,110820.49,36,M,พนักงานบริษัท,18000,CAR,HONDA,JAZZ,2005,BD,148500,S1,28/10/2022,S1,PL,33,18,74.74747475,65-75%
259,50000,47648.71,36,M,STREET VENDOR,16000,CAR,TOYOTA,VIOS,2007,AR,141000,S1,26/10/2022,S1,PL,53,16,35.46099291,30-50%
260,130000,128100.84,60,M,เกษตรกร,30000,PU,NISSAN,FRONTIER NAVARA,2007,BQ,186000,S1,8/8/2022,S1,PL,43,16,69.89247312,65-75%
261,20000,18134.3,30,M,อื่นๆ,9000,MC,HONDA,SUPER CUB 110I,2016,BQ,27500,S1,18/7/2022,S1,PL,56,7,72.72727273,65-75%
262,180000,180000,60,M,พนักงานบริษัท,15000,VAN,TOYOTA,HIACE,2003,ER,239000,S1,9/11/2022,S1,PL,52,20,75.31380753,75%
263,28500,28500,36,M,พนักงานบริษัท,8900,MC,HONDA,WAVE 110 I,2015,CL,38000,S1,18/12/2022,S1,PL,47,8,75,65-75%
264,133800,133800,60,F,STREET VENDOR,30000,PU,MITSUBISHI,TRITON,2011,AV,212500,S1,27/10/2022,S1,PL,32,12,62.96470588,65-75%
265,15000,15000,12,F,เกษตรกร,15000,MC,HONDA,WAVE 100,2007,AI,20000,S1,20/12/2022,S1,PL,38,16,75,65-75%
266,27000,25501.01,18,F,พนักงานบริษัท,13000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,16/8/2022,S1,PL,42,11,75,65-75%
267,33000,30879.57,36,M,อื่นๆ,10000,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,11/9/2022,S1,PL,47,4,75,65-75%
268,33000,32976.46,36,F,อื่นๆ,10000,MC,HONDA,WAVE 110 I,2020,EG,44000,S1,27/10/2022,S1,PL,37,3,75,65-75%
269,15500,14666.31,24,F,STREET VENDOR,10000,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,22/9/2022,S1,PL,53,12,73.80952381,65-75%
270,20000,18652.73,24,M,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2013,CI,36500,S1,24/10/2022,S1,PL,40,10,54.79452055,50-65%
271,110000,110000,60,F,STREET VENDOR,13000,CAR,MITSUBISHI,MIRAGE,2012,BF,180000,S1,14/12/2022,S1,PL,52,11,61.11111111,65-75%
272,80000,77959.35,60,M,เกษตรกร,40000,CAR,TOYOTA,YARIS,2007,AA,181500,S1,3/11/2022,S1,PL,64,16,44.07713499,30-50%
273,37000,36511.77,60,F,เกษตรกร,25000,PU,ISUZU,DRAGON EYE,1998,EN,124500,S1,6/9/2022,S1,PL,57,25,29.7188755,30%
274,15000,14638.94,24,M,เกษตรกร,20000,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,26/10/2022,S1,PL,69,13,75,65-75%
275,24000,23474.21,36,F,STREET VENDOR,15000,MC,YAMAHA,FINN 115I,2019,AK,32000,S1,20/9/2022,S1,PL,41,4,75,65-75%
276,27500,26330.95,36,F,พนักงานบริษัท,15000,MC,HONDA,SCOOPY I,2019,CN,37000,S1,25/7/2022,S1,PL,27,4,74.32432432,65-75%
279,110000,109746,60,F,พนักงานบริษัท,29000,CAR,TOYOTA,YARIS,2006,DH,170000,S1,28/9/2022,S1,PL,37,17,64.70588235,65-75%
282,270000,270000,60,F,STREET VENDOR,30000,PU,ISUZU,D-MAX,2010,CI,339000,S1,22/12/2022,S1,PL,62,13,79.6460177,75%
283,25500,25194.1,24,M,พนักงานรัฐวิสาหกิจ,22000,CAR,HONDA,CITY,1999,BP,84000,S1,1/9/2022,S1,PL,51,24,30.35714286,30-50%
284,222000,222000,60,F,ข้าราชการ,31390,PU,MITSUBISHI,TRITON,2014,BB,318000,S1,2/12/2022,S1,PL,46,9,69.81132075,65-75%
285,123000,123000,60,M,STREET VENDOR,30000,CAR,HONDA,JAZZ,2005,BJ,164000,S1,25/10/2022,S1,PL,50,18,75,65-75%
286,70000,70000,12,M,พนักงานบริษัท,24000,PU,MITSUBISHI,TRITON,2005,BR,212000,S1,30/11/2022,S1,PL,39,18,33.01886792,30-50%
287,20000,19430.77,36,M,STREET VENDOR,20000,MC,HONDA,WAVE 110 I,2014,CJ,36000,S1,4/10/2022,S1,PL,24,9,55.55555556,50-65%
288,29985.66,29459.01,60,F,พนักงานบริษัท,11000,MC,HONDA,WAVE 125 I,2020,EC,40900,S2,21/11/2022,S2,PL,24,3,73.31457213,65-75%
289,29000,27774.02,24,M,ข้าราชการ,15000,MC,HONDA,PCX 150I,2013,AS,38500,S1,12/9/2022,S1,PL,26,10,75.32467532,75%
292,28600,27236.09,18,F,อื่นๆ,20000,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,25/10/2022,S1,PL,49,4,65,65-75%
293,15000,15000,12,F,STREET VENDOR,20000,MC,HONDA,CLICK 125I,2011,AZ,22000,S1,21/12/2022,S1,PL,46,12,68.18181818,65-75%
294,24700,23590.62,24,M,STREET VENDOR,20000,MC,HONDA,WAVE 110I,2018,CO,33000,S1,9/7/2022,S1,PL,51,5,74.84848485,65-75%
295,20000,18967.15,24,F,STREET VENDOR,15000,MC,HONDA,CLICK 125I,2018,BA,39000,S1,14/9/2022,S1,PL,24,5,51.28205128,50-65%
296,34000,33221.72,36,F,อาจารย์,40000,MC,HONDA,SCOOPY CLUB 12,2021,BX,45500,S1,2/8/2022,S1,PL,40,2,74.72527473,65-75%
298,25000,25000,24,F,STREET VENDOR,20000,PU,ISUZU,D-MAX,2010,AL,325500,S1,29/11/2022,S1,PL,25,13,7.680491551,30%
299,17000,14626.08,12,F,อาจารย์,13500,MC,YAMAHA,GT 125,2018,AA,26000,S1,1/10/2022,S1,PL,29,5,65.38461538,65-75%
301,48000,48000,36,F,อื่นๆ,12000,MC,HONDA,CBR 150,2022,AP,64000,S1,5/11/2022,S1,PL,38,1,75,65-75%
302,170000,170000,60,M,เกษตรกร,20000,PU,TOYOTA,HILUX VIGO,2005,DU,237500,S1,16/12/2022,S1,PL,40,18,71.57894737,65-75%
303,25000,24027.71,24,M,อื่นๆ,20000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,7/12/2022,S1,PL,59,11,69.44444444,65-75%
304,18000,17458.64,30,F,STREET VENDOR,10000,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,25/7/2022,S1,PL,47,11,72,65-75%
306,27300,20376.39,30,F,อื่นๆ,8700,MC,HONDA,SUPER CUB 110,2018,CA,36500,S1,24/7/2022,S1,PL,35,5,74.79452055,65-75%
307,39000,38319.73,48,M,อื่นๆ,14000,PU,ISUZU,DRAGON EYE,1997,AE,144500,S1,10/10/2022,S1,PL,51,26,26.98961938,30%
308,20000,18523.48,18,F,เกษตรกร,15000,MC,HONDA,WAVE 110 I,2012,BE,37000,S1,8/11/2022,S1,PL,63,11,54.05405405,50-65%
309,30000,28411.46,48,M,STREET VENDOR,25000,CAR,TOYOTA,SOLUNA,2002,FE,79000,S1,29/8/2022,S1,PL,68,21,37.97468354,30-50%
310,33000,33000,24,F,พนักงานบริษัท,20000,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,26/12/2022,S1,PL,52,4,75,65-75%
311,180000,178265.2,60,F,STREET VENDOR,15000,PU,ISUZU,D-MAX,2006,CN,250000,S1,6/9/2022,S1,PL,39,17,72,65-75%
312,100000,99905.61,48,F,พนักงานบริษัท,16000,CAR,HONDA,CIVIC,2005,AW,170000,S1,9/9/2022,S1,PL,34,18,58.82352941,50-65%
313,33000,32181.81,36,F,อื่นๆ,8700,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,26/12/2022,S1,PL,28,4,75,65-75%
314,135000,135000,60,M,อื่นๆ,35000,PU,ISUZU,ADVENTURE,2004,DI,225000,S1,26/12/2022,S1,PL,46,19,60,50-65%
315,27000,25332.89,36,M,อื่นๆ,12000,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,23/9/2022,S1,PL,53,6,64.28571429,65-75%
316,31700,29661.54,18,F,พนักงานบริษัท,20000,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,5/9/2022,S1,PL,47,6,75.47619048,75%
317,21500,19749.81,12,M,พนักงานบริษัท,20000,MC,YAMAHA,FINN 115I,2018,AI,28500,S1,7/11/2022,S1,PL,51,5,75.43859649,75%
318,150000,145660.79,36,F,พนักงานบริษัท,30000,CAR,TOYOTA,COROLLA ALTIS,2012,GN,280000,S1,18/12/2022,S1,PL,51,11,53.57142857,50-65%
319,33000,32884.47,36,F,เกษตรกร,30000,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,8/10/2022,S1,PL,66,4,75,65-75%
320,100000,99998.05,60,F,อื่นๆ,15000,CAR,MAZDA,2,2010,AC,157000,S1,22/11/2022,S1,PL,28,13,63.69426752,65-75%
321,17000,14717.2,18,F,อื่นๆ,11820,MC,HONDA,SCOOPY I,2016,CP,32000,S1,15/8/2022,S1,PL,28,7,53.125,50-65%
322,99700,99700,48,M,อื่นๆ,20000,PU,ISUZU,DRAGON POWER,2000,ET,165000,S1,12/10/2022,S1,PL,29,23,60.42424242,65-75%
323,18500,17905.81,36,F,อื่นๆ,9000,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,16/12/2022,S2,PL,40,11,74,65-75%
324,69000,69000,36,M,อื่นๆ,20000,TRUCK,HINO,FF177,1990,BF,230000,S1,18/11/2022,S1,PL,44,33,30,30%
325,200000,187567.52,24,F,พนักงานบริษัท,22000,PU,TOYOTA,HILUX VIGO,2007,DG,305500,S1,2/9/2022,S1,PL,28,16,65.46644845,65-75%
326,260000,260000,60,F,เกษตรกร,20000,CAR,TOYOTA,YARIS,2016,CB,348000,S1,20/10/2022,S1,PL,48,7,74.71264368,65-75%
327,21000,20944.85,24,F,อื่นๆ,16000,MC,HONDA,MSX 125,2017,BP,28000,S1,17/9/2022,S1,PL,23,6,75,65-75%
328,16600,16197.03,36,F,พนักงานบริษัท,15000,MC,HONDA,SCOOPY I,2011,BB,22000,S1,3/10/2022,S1,PL,39,12,75.45454545,75%
329,92000,87821.01,36,F,STREET VENDOR,35000,CAR,MITSUBISHI,MIRAGE,2012,BG,155000,S1,16/8/2022,S1,PL,40,11,59.35483871,50-65%
331,230000,227122.67,60,F,เกษตรกร,30000,PU,ISUZU,D-MAX,2007,CV,286000,S1,20/10/2022,S1,PL,55,16,80.41958042,75%
332,18000,17018,18,M,เกษตรกร,20000,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,17/10/2022,S1,PL,43,11,72,65-75%
333,80000,79280.33,60,F,พนักงานบริษัท,40000,CAR,HONDA,JAZZ,2004,AN,128000,S1,28/11/2022,S1,PL,38,19,62.5,65-75%
334,130000,110262.06,12,M,พนักงานบริษัท,24000,CAR,TOYOTA,VIOS,2011,BE,237500,S1,22/8/2022,S1,PL,46,12,54.73684211,50-65%
335,26300,26214.56,36,F,อื่นๆ,9000,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,22/11/2022,S1,PL,36,11,75.14285714,75%
336,33000,31941.21,24,M,พนักงานบริษัท,17000,MC,HONDA,WAVE 110 I,2020,EI,45000,S1,30/11/2022,S1,PL,46,3,73.33333333,65-75%
337,30000,26237.76,24,F,อื่นๆ,19600,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,3/8/2022,S1,PL,41,6,71.42857143,65-75%
338,187200,187116.3,60,M,อื่นๆ,20000,PU,TOYOTA,HILUX VIGO,2008,EL,234000,S1,24/8/2022,S1,PL,58,15,80,75%
340,16500,16500,36,M,อื่นๆ,15000,MC,HONDA,MSX 125,2012,BU,22000,S1,28/12/2022,S1,PL,34,11,75,65-75%
342,235000,232416.69,60,M,STREET VENDOR,25000,PU,TOYOTA,HILUX VIGO,2007,CW,292000,S1,31/8/2022,S1,PL,32,16,80.47945205,75%
343,23000,21728.73,24,M,อื่นๆ,15000,MC,GPX,DEMON 150,2018,AC,33000,S1,1/10/2022,S1,PL,37,5,69.6969697,65-75%
344,16000,15426.43,18,F,อื่นๆ,9000,MC,YAMAHA,FILANO,2011,AG,21500,S1,5/11/2022,S1,PL,52,12,74.41860465,65-75%
345,18000,16359.52,24,M,ข้าราชการ,35000,PU,MITSUBISHI,TRITON,2008,CI,271500,S1,9/9/2022,S1,PL,53,15,6.629834254,30%
349,84500,84500,48,F,STREET VENDOR,20000,CAR,TOYOTA,VIOS,2004,BE,112000,S1,28/11/2022,S1,PL,35,19,75.44642857,75%
350,27000,27000,36,M,STREET VENDOR,14000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,14/12/2022,S1,PL,57,11,75,65-75%
351,12000,10462.97,24,M,พนักงานบริษัท,20000,MC,HONDA,CLICK 110I,2008,AU,17000,S1,27/7/2022,S1,PL,47,15,70.58823529,65-75%
352,50000,48056.29,24,F,พนักงานรัฐวิสาหกิจ,26530,CAR,TOYOTA,COROLLA ALTIS,2009,DP,211500,S1,7/12/2022,S1,PL,38,14,23.64066194,30%
353,31000,26723.9,24,F,อื่นๆ,12000,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,23/8/2022,S1,PL,47,5,73.80952381,65-75%
354,260000,260000,60,M,พนักงานบริษัท,23000,PU,MITSUBISHI,TRITON,2020,AN,380000,S1,19/9/2022,S1,PL,43,3,68.42105263,65-75%
357,180000,180000,48,F,STREET VENDOR,15000,PU,TOYOTA,HILUX VIGO,2006,CK,226000,S1,22/12/2022,S1,PL,45,17,79.6460177,75%
358,200000,199229.87,60,M,อื่นๆ,19000,PU,ISUZU,D-MAX,2008,BE,270500,S1,20/10/2022,S1,PL,36,15,73.93715342,65-75%
360,23900,23355.6,24,M,อื่นๆ,25000,MC,SUZUKI,SMASH 115,2020,AZ,34000,S1,18/10/2022,S1,PL,34,3,70.29411765,65-75%
361,280000,276073.47,60,F,พนักงานบริษัท,18000,PU,NISSAN,NAVARA,2018,DI,407000,S1,2/10/2022,S1,PL,32,5,68.7960688,65-75%
362,13000,13000,36,F,เกษตรกร,20000,MC,HONDA,CLICK 110I,2009,AC,17500,S1,21/12/2022,S1,PL,54,14,74.28571429,65-75%
363,11000,10958.14,12,F,STREET VENDOR,13000,MC,YAMAHA,SPARK 115 I,2012,AI,17000,S1,21/10/2022,S2,PL,42,11,64.70588235,65-75%
364,150000,150000,60,M,อื่นๆ,20000,VAN,TOYOTA,COMMUTER,2002,DE,203000,S1,24/9/2022,S1,PL,28,21,73.89162562,65-75%
366,15000,13346.88,24,F,พนักงานบริษัท,16000,MC,YAMAHA,FINO 115,2014,AO,20000,S1,3/10/2022,S1,PL,33,9,75,65-75%
367,160000,160000,60,M,พนักงานบริษัท,12000,CAR,MG,MG3,2016,BA,232000,S1,26/12/2022,S1,PL,30,7,68.96551724,65-75%
368,33000,32424.18,24,M,อื่นๆ,10000,MC,HONDA,WAVE 110 I,2021,DM,44000,S1,25/10/2022,S1,PL,60,2,75,65-75%
369,150000,150000,60,F,อื่นๆ,12000,PU,ISUZU,D-MAX,2004,BW,220000,S1,7/12/2022,S1,PL,28,19,68.18181818,65-75%
370,72000,72000,54,F,อื่นๆ,26000,CAR,TOYOTA,VIOS,2003,ED,106000,S1,28/10/2022,S1,PL,46,20,67.9245283,65-75%
372,250000,247561.3,60,F,พนักงานบริษัท,16000,PU,ISUZU,D-MAX,2015,AM,494000,S1,7/12/2022,S2,PL,44,8,50.60728745,50-65%
373,39000,37928.1,36,F,STREET VENDOR,30000,MC,HONDA,DREAM 110I,2017,CO,53000,S1,22/11/2022,S1,PL,51,6,73.58490566,65-75%
374,27000,26575.39,24,F,ข้าราชการ,23000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,17/10/2022,S1,PL,40,11,75,65-75%
375,33200,31661.53,36,F,อื่นๆ,22000,MC,HONDA,WAVE 110 I,2021,DM,44000,S1,25/10/2022,S1,PL,39,2,75.45454545,75%
376,26400,26396.74,36,M,พนักงานรัฐวิสาหกิจ,8500,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,3/11/2022,S1,PL,27,11,75.42857143,75%
377,12800,11957.3,36,F,เกษตรกร,12000,MC,YAMAHA,FINO (4DO),2009,AA,17000,S1,3/10/2022,S1,PL,51,14,75.29411765,75%
379,50000,50000,36,F,พนักงานบริษัท,20000,MC,VESPA,SPRINT 150,2019,AN,80000,S1,25/12/2022,S1,PL,34,4,62.5,65-75%
380,205000,204912.12,60,M,พนักงานบริษัท,22400,CAR,NISSAN,SYLPHY,2013,AF,321500,S1,14/9/2022,S1,PL,42,10,63.76360809,65-75%
381,41000,40146.61,36,F,อื่นๆ,12000,CAR,NISSAN,SUNNY,2005,AL,136000,S1,3/8/2022,S1,PL,32,18,30.14705882,30-50%
382,247000,247000,60,M,STREET VENDOR,30000,PU,ISUZU,D-MAX,2008,DS,353000,S1,19/12/2022,S1,PL,55,15,69.97167139,65-75%
383,29200,28711.47,24,F,อื่นๆ,15000,MC,HONDA,PCX 150,2012,BU,39000,S1,23/9/2022,S1,PL,38,11,74.87179487,65-75%
384,50000,49599.22,36,F,อาจารย์,23000,CAR,MAZDA,2,2011,AB,174000,S1,4/11/2022,S1,PL,46,12,28.73563218,30%
385,9700,9529.06,36,M,STREET VENDOR,19000,MC,YAMAHA,FINO (4DO),2007,AA,13000,S1,4/8/2022,S1,PL,63,16,74.61538462,65-75%
386,100000,97994.39,36,F,พนักงานบริษัท,26000,CAR,HONDA,JAZZ,2011,BJ,300000,S1,10/11/2022,S1,PL,46,12,33.33333333,30-50%
388,26200,26200,36,F,STREET VENDOR,15000,MC,HONDA,WAVE 110 I,2014,CH,35000,S1,7/12/2022,S1,PL,51,9,74.85714286,65-75%
389,31500,31500,24,F,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,27/11/2022,S1,PL,46,4,75,65-75%
390,25500,24627.91,36,F,พนักงานบริษัท,16000,MC,HONDA,WAVE 110 I,2013,BU,34000,S1,10/9/2022,S1,PL,32,10,75,65-75%
