,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age,per_LTV,per_LTV_cate,F,M
3598,27000.0,26768.36,36,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-10,S1,NPL,23,11,75.0,65-75%,0,1
3599,10000.0,10000.0,12,พนักงานบริษัท,15000.0,MC,YAMAHA,MIO 125,2012,AJ,14000,S2,2022-12-07,S1,NPL,62,11,71.42857142857143,65-75%,0,1
3600,20000.0,20000.0,36,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 125,2010,BF,30500,S2,2022-12-07,S1,NPL,29,13,65.57377049180327,65-75%,0,1
3602,29000.0,29000.0,36,พนักงานบริษัท,18000.0,MC,HONDA,CLICK 125I,2018,BA,39000,S2,2022-12-07,S1,NPL,28,5,74.35897435897436,65-75%,1,0
3603,18000.0,18000.0,24,เกษตรกร,15000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S2,2022-12-07,S1,NPL,32,12,75.0,65-75%,1,0
3604,26000.0,24712.71,36,ข้าราชการ,30000.0,MC,HONDA,DREAM 110,2011,AF,35000,S1,2023-01-04,S2,NPL,40,12,74.28571428571429,65-75%,1,0
3605,13000.0,12496.56,18,STREET VENDOR,25000.0,MC,HONDA,MSX 125,2016,BF,27000,S2,2022-12-07,S1,NPL,40,7,48.148148148148145,30-50%,0,1
3606,25000.0,25000.0,36,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2014,CF,35000,S2,2022-12-07,S1,NPL,34,9,71.42857142857143,65-75%,0,1
3607,25000.0,25000.0,36,อื่นๆ,20000.0,MC,YAMAHA,M-SLAZ 150,2016,AR,37000,S2,2022-12-07,S1,NPL,38,7,67.56756756756756,65-75%,0,1
3608,30000.0,30000.0,36,พนักงานบริษัท,11000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S2,2022-12-07,S1,NPL,32,5,73.17073170731707,65-75%,1,0
3609,34000.0,34000.0,24,STREET VENDOR,32000.0,MC,YAMAHA,M-SLAZ 150,2018,BH,45500,S2,2022-12-07,S1,NPL,49,5,74.72527472527473,65-75%,1,0
3610,20000.0,17323.12,12,อื่นๆ,15000.0,PU,NISSAN,FRONTIER,2002,BK,138500,S2,2023-01-14,S1,NPL,41,21,14.440433212996389,30%,0,1
3611,71700.0,71700.0,48,พนักงานบริษัท,13000.0,CAR,HONDA,CIVIC,2002,CG,143500,S2,2022-12-07,S1,NPL,39,21,49.965156794425084,30-50%,1,0
3612,30000.0,28120.71,12,อื่นๆ,12000.0,MC,HONDA,WAVE 125 I,2020,EC,40900,S2,2022-12-13,S1,NPL,33,3,73.34963325183375,65-75%,0,1
3613,26000.0,25964.95,12,พนักงานบริษัท,18000.0,MC,HONDA,CLICK 125I,2018,BC,35500,S2,2023-01-03,S1,NPL,27,5,73.23943661971832,65-75%,1,0
3614,16000.0,15811.14,36,อื่นๆ,26000.0,MC,HONDA,WAVE 125 I,2012,BM,22000,S2,2022-12-07,S1,NPL,59,11,72.72727272727273,65-75%,1,0
3615,18000.0,17635.95,24,พนักงานบริษัท,22000.0,MC,HONDA,SCOOPY I,2014,BA,30000,S2,2022-12-15,S1,NPL,36,9,60.0,50-65%,0,1
3616,220000.0,220000.0,60,พนักงานบริษัท,20000.0,CAR,TOYOTA,VIOS,2013,CO,295000,S2,2022-12-07,S1,NPL,45,10,74.57627118644068,65-75%,0,1
3617,176000.0,176000.0,60,พนักงานบริษัท,13000.0,CAR,HONDA,CITY,2009,AV,235000,S2,2022-12-07,S1,NPL,30,14,74.8936170212766,65-75%,1,0
3619,157000.0,157000.0,60,พนักงานรัฐวิสาหกิจ,24000.0,CAR,TOYOTA,VIOS,2011,FN,242500,S2,2022-12-07,S1,NPL,41,12,64.74226804123711,65-75%,1,0
3620,42000.0,41150.57,24,อื่นๆ,25000.0,MC,KAWASAKI,Z 300,2016,BD,71500,S2,2022-12-15,S1,NPL,31,7,58.74125874125874,50-65%,1,0
3621,31000.0,31000.0,30,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S2,2022-12-07,S1,NPL,23,6,73.80952380952381,65-75%,1,0
3622,12000.0,11799.45,24,อื่นๆ,9000.0,MC,HONDA,CLICK 110I,2008,AU,17000,S2,2022-12-22,S1,NPL,63,15,70.58823529411765,65-75%,1,0
3623,26000.0,24929.21,36,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S2,2022-12-22,S1,NPL,42,10,73.23943661971832,65-75%,1,0
3624,26000.0,26000.0,36,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-07,S1,NPL,22,10,74.28571428571429,65-75%,0,1
3625,14000.0,14000.0,12,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S2,2022-12-07,S1,NPL,30,12,66.66666666666666,65-75%,1,0
3626,33000.0,33000.0,18,STREET VENDOR,25000.0,MC,HONDA,SCOOPY PRESTIGE,2021,BY,44000,S2,2022-12-07,S1,NPL,44,2,75.0,65-75%,0,1
3627,23000.0,22573.56,24,พนักงานบริษัท,16000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-19,S1,NPL,43,11,63.888888888888886,65-75%,0,1
3628,26000.0,26000.0,24,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-07,S1,NPL,59,10,74.28571428571429,65-75%,1,0
3629,26000.0,26000.0,36,STREET VENDOR,12000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-07,S1,NPL,33,11,72.22222222222221,65-75%,1,0
3631,176000.0,176000.0,60,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2011,BE,237500,S2,2022-12-07,S1,NPL,39,12,74.10526315789474,65-75%,1,0
3632,16500.0,16500.0,18,อื่นๆ,19000.0,MC,HONDA,SCOOPY I,2011,AR,24000,S2,2022-12-07,S1,NPL,43,12,68.75,65-75%,1,0
3633,190000.0,190000.0,60,พนักงานบริษัท,18000.0,PU,TOYOTA,HILUX VIGO,2013,EF,285500,S2,2022-12-07,S1,NPL,34,10,66.54991243432575,65-75%,0,1
3634,29000.0,27403.23,24,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2022-12-13,S1,NPL,53,7,74.35897435897436,65-75%,0,1
3635,24000.0,24000.0,36,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S2,2022-12-07,S1,NPL,45,11,64.86486486486487,65-75%,0,1
3636,10000.0,10000.0,24,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2010,AP,31000,S2,2022-12-04,S1,NPL,31,13,32.25806451612903,30-50%,0,1
3637,26000.0,24727.05,36,อื่นๆ,21000.0,MC,HONDA,CLICK 125I,2018,BC,35500,S1,2023-01-13,S2,NPL,28,5,73.23943661971832,65-75%,0,1
3638,34800.0,34656.53,36,อื่นๆ,40000.0,MC,HONDA,SCOOPY I,2020,CX,46500,S2,2022-12-25,S1,NPL,42,3,74.83870967741936,65-75%,1,0
3639,10000.0,9900.47,36,อื่นๆ,12000.0,MC,HONDA,CLICK 110I,2010,AC,18000,S2,2022-12-15,S1,NPL,31,13,55.55555555555556,50-65%,0,1
3640,23700.0,23315.0,36,อื่นๆ,15000.0,MC,HONDA,SUPER CUB 110,2018,CA,36500,S2,2022-12-04,S1,NPL,31,5,64.93150684931507,65-75%,0,1
3641,18000.0,18000.0,36,STREET VENDOR,20000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S2,2022-12-07,S1,NPL,34,12,75.0,65-75%,1,0
3642,18000.0,18000.0,36,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2010,AP,31000,S2,2022-12-04,S1,NPL,31,13,58.06451612903226,50-65%,0,1
3643,130000.0,130000.0,60,พนักงานบริษัท,17000.0,PU,TOYOTA,HILUX TIGER,2004,BT,193000,S2,2022-12-07,S1,NPL,41,19,67.35751295336787,65-75%,0,1
3644,10000.0,9952.06,12,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,2023-01-11,S2,NPL,30,4,23.25581395348837,30%,0,1
3646,246000.0,245509.51,60,อื่นๆ,18000.0,PU,TOYOTA,HILUX VIGO,2008,EY,308000,S1,2023-01-04,S2,NPL,36,15,79.87012987012987,75%,1,0
3647,240000.0,240000.0,48,อื่นๆ,20000.0,CAR,HONDA,BRIO,2016,CS,328500,S2,2022-12-07,S1,NPL,36,7,73.0593607305936,65-75%,1,0
3648,100000.0,100000.0,48,STREET VENDOR,25000.0,CAR,HONDA,CIVIC,2002,CH,134500,S2,2022-12-07,S1,NPL,33,21,74.34944237918215,65-75%,1,0
3649,24000.0,23735.52,36,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S2,2022-12-15,S1,NPL,53,11,68.57142857142857,65-75%,1,0
3651,30000.0,30000.0,36,พนักงานบริษัท,11500.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S2,2022-12-07,S1,NPL,24,5,73.17073170731707,65-75%,0,1
3652,9000.0,8173.46,24,อื่นๆ,12000.0,MC,BENELLI,TNT 25,2017,AB,31000,S1,2023-01-08,S2,NPL,23,6,29.03225806451613,30%,0,1
3653,16500.0,15853.36,18,STREET VENDOR,17000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S2,2022-12-15,S1,NPL,40,6,41.25,30-50%,1,0
3654,150000.0,150000.0,48,STREET VENDOR,20000.0,PU,NISSAN,FRONTIER NAVARA,2008,BG,253500,S2,2022-12-07,S1,NPL,33,15,59.171597633136095,50-65%,1,0
3655,30000.0,30000.0,24,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S2,2022-12-07,S1,NPL,33,6,73.17073170731707,65-75%,0,1
3656,20000.0,20000.0,36,อื่นๆ,12000.0,MC,HONDA,CBR 150,2011,AA,27000,S2,2022-12-07,S1,NPL,25,12,74.07407407407408,65-75%,0,1
3657,27000.0,26690.67,36,เกษตรกร,9000.0,MC,HONDA,DREAM 110,2012,AU,36000,S2,2022-12-15,S1,NPL,41,11,75.0,65-75%,1,0
3659,24800.0,24355.97,36,อื่นๆ,11000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S2,2022-12-04,S1,NPL,48,11,67.02702702702703,65-75%,1,0
3661,173000.0,173000.0,60,STREET VENDOR,10000.0,CAR,MITSUBISHI,ATTRAGE,2016,AJ,246000,S2,2022-12-07,S1,NPL,33,7,70.32520325203252,65-75%,1,0
3662,17000.0,17000.0,36,อื่นๆ,40000.0,MC,YAMAHA,FILANO,2012,AA,23500,S2,2022-12-07,S1,NPL,34,11,72.3404255319149,65-75%,0,1
3663,27000.0,26597.44,36,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-10,S1,NPL,37,11,75.0,65-75%,0,1
3664,30000.0,30000.0,36,พนักงานบริษัท,13000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S2,2022-12-07,S1,NPL,34,6,75.0,65-75%,0,1
3665,32000.0,31571.58,30,STREET VENDOR,20000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S2,2022-12-22,S1,NPL,55,6,60.37735849056604,65-75%,0,1
3666,29000.0,29000.0,36,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2022-12-04,S1,NPL,47,7,74.35897435897436,65-75%,1,0
3667,15000.0,15000.0,18,STREET VENDOR,20000.0,MC,HONDA,CLICK 125I,2014,AP,22500,S2,2022-12-07,S1,NPL,65,9,66.66666666666666,65-75%,1,0
3668,210000.0,210000.0,60,อื่นๆ,18000.0,PU,TOYOTA,HILUX VIGO,2007,CR,276000,S2,2022-12-07,S1,NPL,53,16,76.08695652173914,75%,0,1
3669,12000.0,11951.95,12,พนักงานบริษัท,14000.0,MC,YAMAHA,FINO (4DO),2009,AA,17000,S1,2023-01-12,S2,NPL,28,14,70.58823529411765,65-75%,0,1
3670,110000.0,110000.0,60,พนักงานรัฐวิสาหกิจ,15000.0,CAR,FORD,FIESTA,2011,AB,160000,S2,2022-12-04,S1,NPL,30,12,68.75,65-75%,0,1
3671,25000.0,25000.0,36,อื่นๆ,15000.0,MC,YAMAHA,GRAND FILANO 125,2017,AV,33500,S2,2022-12-07,S1,NPL,26,6,74.6268656716418,65-75%,0,1
3673,29000.0,28746.76,36,STREET VENDOR,15000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S2,2022-12-22,S1,NPL,35,4,74.55012853470437,65-75%,1,0
3674,24800.0,24800.0,36,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,2022-12-07,S1,NPL,39,11,65.26315789473685,65-75%,0,1
3675,80000.0,80000.0,36,STREET VENDOR,20000.0,MC,HONDA,CBR 650,2013,AH,137500,S2,2022-12-07,S1,NPL,26,10,58.18181818181818,50-65%,1,0
3676,14000.0,13144.11,12,พนักงานบริษัท,20000.0,MC,HONDA,ZOOMER X 110I,2013,BF,19500,S2,2022-12-28,S1,NPL,37,10,71.7948717948718,65-75%,0,1
3677,31000.0,31000.0,36,พนักงานบริษัท,10000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2022-12-04,S1,NPL,39,4,73.80952380952381,65-75%,1,0
3678,32200.0,32050.71,36,พนักงานรัฐวิสาหกิจ,24000.0,CAR,TOYOTA,VIOS,2011,FN,242500,S2,2022-12-30,S1,NPL,41,12,13.278350515463918,30%,1,0
3679,30000.0,28963.51,24,พนักงานบริษัท,36000.0,MC,HONDA,LEAD 125,2021,CT,44000,S1,2023-01-09,S2,NPL,43,2,68.18181818181817,65-75%,0,1
3680,28800.0,27293.26,12,อื่นๆ,15000.0,MC,HONDA,SCOOPY I,2019,CK,38500,S2,2022-12-07,S1,NPL,33,4,74.8051948051948,65-75%,1,0
3682,32000.0,32000.0,36,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S2,2022-12-07,S1,NPL,32,5,74.4186046511628,65-75%,1,0
3683,26000.0,26000.0,36,อื่นๆ,9000.0,MC,HONDA,WAVE 125 I,2018,DC,34900,S2,2022-12-07,S1,NPL,26,5,74.49856733524355,65-75%,0,1
3684,100000.0,100000.0,60,เกษตรกร,30000.0,PU,TOYOTA,HILUX TIGER,2001,JJ,170000,S2,2022-12-07,S1,NPL,38,22,58.82352941176471,50-65%,0,1
3685,97000.0,97000.0,36,อื่นๆ,20000.0,MC,YAMAHA,X-MAX 300,2020,BZ,137500,S2,2022-12-07,S1,NPL,52,3,70.54545454545455,65-75%,1,0
3686,100000.0,100000.0,36,อื่นๆ,22000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2022-12-07,S1,NPL,32,4,238.0952380952381,30%,1,0
3687,172000.0,172000.0,48,ข้าราชการ,39000.0,CAR,FORD,ESCAPE,2011,AO,265500,S2,2022-12-07,S1,NPL,43,12,64.7834274952919,65-75%,0,1
3688,11000.0,11000.0,24,อื่นๆ,15000.0,MC,YAMAHA,FINO (4DO),2009,AA,17000,S2,2022-12-07,S1,NPL,39,14,64.70588235294117,65-75%,1,0
3690,300000.0,300000.0,60,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2012,BU,392500,S2,2022-12-07,S1,NPL,32,11,76.43312101910828,75%,1,0
3691,29000.0,29000.0,36,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S2,2022-12-07,S1,NPL,48,7,74.35897435897436,65-75%,1,0
3692,228000.0,226690.96,60,พนักงานบริษัท,15000.0,CAR,HONDA,CITY,2012,BS,302000,S2,2022-11-09,S1,NPL,27,11,75.49668874172185,75%,0,1
3693,15000.0,15000.0,18,อื่นๆ,13000.0,MC,HONDA,WAVE 110 I,2010,AG,20000,S2,2022-12-07,S1,NPL,42,13,75.0,65-75%,1,0
3694,25000.0,24175.25,36,เกษตรกร,7000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S2,2022-12-10,S1,NPL,43,11,67.56756756756756,65-75%,1,0
3695,4500.0,3878.78,12,เกษตรกร,10000.0,MC,HONDA,WAVE 100,2004,AB,15000,S1,2023-01-07,S2,NPL,52,19,30.0,30%,1,0
3696,29000.0,28396.29,36,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2022-12-04,S1,NPL,31,7,74.35897435897436,65-75%,0,1
3697,24800.0,24800.0,36,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-07,S1,NPL,30,11,68.88888888888889,65-75%,1,0
3698,15000.0,15000.0,36,อื่นๆ,16000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S2,2022-12-07,S1,NPL,24,12,71.42857142857143,65-75%,0,1
3699,24800.0,24800.0,36,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-07,S1,NPL,23,10,70.85714285714285,65-75%,0,1
3700,280000.0,280000.0,48,อื่นๆ,30000.0,PU,ISUZU,D-MAX,2018,AG,405000,S2,2022-12-07,S1,NPL,37,5,69.1358024691358,65-75%,0,1
3701,31500.0,31500.0,36,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S2,2022-12-04,S1,NPL,45,6,75.0,65-75%,1,0
3702,38500.0,38500.0,36,STREET VENDOR,13000.0,MC,YAMAHA,N-MAX 155,2018,DA,51000,S2,2022-12-04,S1,NPL,52,5,75.49019607843137,75%,0,1
3703,20000.0,20000.0,36,พนักงานบริษัท,16000.0,MC,YAMAHA,GRAND FILANO 125,2014,AM,27500,S2,2022-12-04,S1,NPL,43,9,72.72727272727273,65-75%,1,0
3704,31600.0,31600.0,36,STREET VENDOR,12000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S2,2022-12-07,S1,NPL,27,6,75.23809523809524,75%,1,0
3705,38500.0,38386.21,36,STREET VENDOR,13000.0,MC,YAMAHA,N-MAX 155,2018,DA,51000,S2,2022-12-04,S1,NPL,52,5,75.49019607843137,75%,0,1
3706,110000.0,108882.28,60,STREET VENDOR,20000.0,CAR,TOYOTA,VIOS,2007,DK,155500,S2,2022-12-04,S1,NPL,30,16,70.7395498392283,65-75%,0,1
3707,40000.0,40000.0,36,พนักงานบริษัท,15000.0,MC,HONDA,CBR 150,2019,AV,53500,S2,2022-12-04,S1,NPL,50,4,74.76635514018692,65-75%,0,1
3708,18000.0,18000.0,24,อื่นๆ,9000.0,MC,HONDA,SCOOPY I,2016,CP,32000,S2,2022-12-04,S1,NPL,37,7,56.25,50-65%,1,0
3709,29000.0,29000.0,36,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2016,CJ,39000,S2,2022-12-04,S1,NPL,23,7,74.35897435897436,65-75%,0,1
3710,33500.0,33500.0,24,STREET VENDOR,20000.0,MC,HONDA,WAVE 110I,2022,CH,44500,S2,2022-12-04,S1,NPL,29,1,75.28089887640449,75%,1,0
3711,38000.0,37257.05,24,พนักงานบริษัท,15000.0,MC,YAMAHA,N-MAX 155,2018,DA,51000,S2,2022-12-30,S1,NPL,30,5,74.50980392156863,65-75%,1,0
3712,30000.0,30000.0,36,STREET VENDOR,20000.0,CAR,TOYOTA,SOLUNA,2002,CO,93500,S2,2022-12-04,S1,NPL,53,21,32.0855614973262,30-50%,1,0
3714,150000.0,150000.0,60,อื่นๆ,15000.0,PU,TOYOTA,HILUX TIGER,2004,BT,193000,S2,2022-12-04,S1,NPL,31,19,77.720207253886,75%,1,0
3715,310000.0,310000.0,60,อื่นๆ,25000.0,VAN,TOYOTA,COMMUTER,2010,ET,482000,S2,2022-12-04,S1,NPL,38,13,64.31535269709543,65-75%,0,1
3716,256000.0,251682.9,60,พนักงานบริษัท,24000.0,PU,ISUZU,D-MAX,2013,BO,319000,S2,2023-01-06,S1,NPL,39,10,80.25078369905955,75%,0,1
3717,120000.0,119647.61,48,บุคลากรทางการแพทย์,36260.0,CAR,HONDA,CITY,2006,AL,162000,S2,2022-12-22,S1,NPL,39,17,74.07407407407408,65-75%,1,0
3718,28500.0,27353.07,36,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,2023-01-06,S1,NPL,62,11,75.0,65-75%,1,0
3719,22000.0,21825.03,36,STREET VENDOR,20000.0,MC,HONDA,SCOOPY I,2017,CX,44000,S2,2022-12-28,S1,NPL,30,6,50.0,30-50%,1,0
3720,30500.0,28693.09,12,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S2,2022-12-04,S1,NPL,44,5,74.39024390243902,65-75%,1,0
3721,128300.0,128300.0,60,STREET VENDOR,35000.0,PU,MITSUBISHI,TRITON,2010,AZ,197500,S2,2022-12-07,S1,NPL,33,13,64.9620253164557,65-75%,0,1
3722,240000.0,240000.0,60,STREET VENDOR,14000.0,PU,ISUZU,D-MAX,2010,CF,298500,S2,2022-12-07,S1,NPL,39,13,80.40201005025126,75%,1,0
3723,190000.0,190000.0,60,พนักงานบริษัท,20000.0,PU,NISSAN,FRONTIER NAVARA,2014,AT,270000,S2,2022-12-07,S1,NPL,36,9,70.37037037037037,65-75%,0,1
3724,50000.0,48996.39,36,อื่นๆ,20000.0,MC,HONDA,PCX 150I,2020,CP,76500,S2,2022-12-07,S1,NPL,37,3,65.359477124183,65-75%,0,1
3725,22500.0,22500.0,36,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-04,S1,NPL,41,11,62.5,65-75%,0,1
3726,39000.0,36431.33,24,STREET VENDOR,30000.0,CAR,CHEVROLET,AVEO,2011,BW,128000,S2,2023-01-06,S1,NPL,42,12,30.46875,30-50%,1,0
3727,33500.0,33500.0,36,STREET VENDOR,25000.0,MC,YAMAHA,EXCITER 150,2019,CW,45000,S2,2022-12-07,S1,NPL,54,4,74.44444444444444,65-75%,0,1
3728,169000.0,169000.0,60,พนักงานรัฐวิสาหกิจ,13285.0,PU,TOYOTA,HILUX VIGO,2011,ES,241500,S2,2022-12-04,S1,NPL,31,12,69.97929606625259,65-75%,1,0
3729,30000.0,28242.83,24,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2023-01-04,S2,NPL,39,6,75.0,65-75%,0,1
3730,33000.0,33000.0,36,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2020,EG,44000,S2,2022-12-07,S1,NPL,42,3,75.0,65-75%,1,0
3731,24000.0,24000.0,36,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2014,CI,36000,S2,2022-12-04,S1,NPL,46,9,66.66666666666666,65-75%,1,0
3733,27000.0,27000.0,36,อื่นๆ,13500.0,MC,HONDA,WAVE 110 I,2015,CI,37000,S2,2022-12-04,S1,NPL,31,8,72.97297297297297,65-75%,0,1
3734,230000.0,230000.0,60,อื่นๆ,30000.0,PU,FORD,RANGER,2014,BY,333500,S2,2022-12-07,S1,NPL,57,9,68.96551724137932,65-75%,0,1
3735,17500.0,17500.0,36,พนักงานบริษัท,16500.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S2,2022-12-04,S1,NPL,31,13,74.46808510638297,65-75%,1,0
3736,28000.0,28000.0,24,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,2022-12-07,S1,NPL,37,11,73.68421052631578,65-75%,1,0
3737,200000.0,200000.0,60,STREET VENDOR,20000.0,PU,TOYOTA,HILUX VIGO,2011,EN,313000,S2,2022-12-07,S1,NPL,52,12,63.897763578274756,65-75%,1,0
3738,150000.0,150000.0,48,อื่นๆ,30000.0,PU,NISSAN,FRONTIER NAVARA,2009,CT,229500,S2,2022-12-07,S1,NPL,26,14,65.359477124183,65-75%,1,0
3739,25000.0,25000.0,18,อื่นๆ,18000.0,MC,GPX,DEMON 150,2019,AF,36500,S2,2022-12-04,S1,NPL,34,4,68.4931506849315,65-75%,1,0
3740,12500.0,12500.0,24,STREET VENDOR,8000.0,MC,HONDA,CLICK 110I,2010,AE,17000,S2,2022-12-04,S1,NPL,39,13,73.52941176470588,65-75%,1,0
3741,20000.0,20000.0,18,อื่นๆ,9500.0,CAR,HONDA,ACCORD,1994,AJ,77000,S2,2022-12-07,S1,NPL,47,29,25.97402597402597,30%,0,1
3742,280000.0,280000.0,60,พนักงานบริษัท,30000.0,CAR,TOYOTA,CAMRY,2010,AH,371000,S2,2022-12-07,S1,NPL,42,13,75.47169811320755,75%,1,0
3743,33000.0,33000.0,36,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2020,EG,44000,S2,2022-12-04,S1,NPL,28,3,75.0,65-75%,1,0
3744,16000.0,16000.0,12,อื่นๆ,25000.0,MC,HONDA,CLICK 125I,2011,AZ,22000,S2,2022-12-04,S1,NPL,40,12,72.72727272727273,65-75%,0,1
3745,190000.0,190000.0,60,เกษตรกร,30000.0,PU,MITSUBISHI,TRITON,2013,AQ,275000,S2,2022-12-07,S1,NPL,65,10,69.0909090909091,65-75%,0,1
3746,8500.0,8500.0,12,พนักงานบริษัท,12000.0,MC,HONDA,CLICK 110I,2008,AU,17000,S2,2022-12-04,S1,NPL,40,15,50.0,30-50%,1,0
3747,15000.0,15000.0,24,STREET VENDOR,18000.0,MC,HONDA,ZOOMER X 110I,2014,BT,21000,S2,2022-12-07,S1,NPL,29,9,71.42857142857143,65-75%,0,1
3748,115000.0,115000.0,60,อื่นๆ,15000.0,MC,HONDA,CBR 300,2017,AW,63000,S2,2022-12-07,S1,NPL,40,6,182.53968253968253,30%,1,0
3750,24000.0,24000.0,24,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-07,S1,NPL,30,10,68.57142857142857,65-75%,0,1
3751,33700.0,33700.0,36,อื่นๆ,13000.0,MC,HONDA,DREAM 110,2016,CB,45000,S2,2022-12-10,S1,NPL,59,7,74.8888888888889,65-75%,0,1
3752,19000.0,19000.0,36,เกษตรกร,12000.0,CAR,PROTON,SAVVY,2007,AG,63500,S2,2022-12-10,S1,NPL,29,16,29.92125984251969,30%,0,1
3753,17000.0,17000.0,36,พนักงานบริษัท,15000.0,MC,HONDA,MSX 125,2013,AQ,23500,S2,2022-12-04,S1,NPL,39,10,72.3404255319149,65-75%,1,0
3754,26000.0,26000.0,24,STREET VENDOR,30000.0,MC,YAMAHA,GRAND FILANO 125,2016,CI,35000,S2,2022-12-10,S1,NPL,46,7,74.28571428571429,65-75%,0,1
3755,10000.0,10000.0,12,อื่นๆ,20000.0,MC,GPX,CR5 200,2017,AH,14500,S2,2022-12-10,S1,NPL,43,6,68.96551724137932,65-75%,0,1
3756,153000.0,153000.0,60,อื่นๆ,16000.0,CAR,TOYOTA,COROLLA ALTIS,2010,EM,235500,S2,2022-12-07,S1,NPL,37,13,64.96815286624204,65-75%,0,1
3757,30000.0,29578.15,36,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2023-01-08,S2,NPL,56,6,75.0,65-75%,0,1
3758,16500.0,16500.0,12,อื่นๆ,17000.0,MC,HONDA,CLICK 125I,2011,AZ,22000,S2,2022-12-10,S1,NPL,39,12,75.0,65-75%,0,1
3759,32400.0,32400.0,36,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S2,2022-12-07,S1,NPL,32,5,75.34883720930232,75%,0,1
3761,20000.0,19225.87,24,พนักงานบริษัท,14000.0,MC,GPX,DEMON 150,2020,AB,31000,S2,2022-12-04,S1,NPL,34,3,64.51612903225806,65-75%,1,0
